,all.wasit_estimate,all.wasit_p.value,all.SBP_estimate,all.SBP_p.value,all.DBP_estimate,all.DBP_p.value,all.HR_estimate,all.HR_p.value,all.RASBP_estimate,all.RASBP_p.value,all.RAMSBP_estimate,all.RAMSBP_p.value,all.RADBP_estimate,all.RADBP_p.value,all.LASBP_estimate,all.LASBP_p.value,all.LAMSBP_estimate,all.LAMSBP_p.value,all.LADBP_estimate,all.LADBP_p.value,all.RLSBP_estimate,all.RLSBP_p.value,all.RLMSBP_estimate,all.RLMSBP_p.value,all.RLDBP_estimate,all.RLDBP_p.value,all.LLSBP_estimate,all.LLSBP_p.value,all.LLMSBP_estimate,all.LLMSBP_p.value,all.LLDBP_estimate,all.LLDBP_p.value,all.hrbpm_estimate,all.hrbpm_p.value,all.RbaPWV_estimate,all.RbaPWV_p.value,all.LbaPWV_estimate,all.LbaPWV_p.value,all.RABI_estimate,all.RABI_p.value,all.LABI_estimate,all.LABI_p.value,all.Cardiovascular_incidence_estimate,all.Cardiovascular_incidence_p.value,all.TG_estimate,all.TG_p.value,all.TC_estimate,all.TC_p.value,all.HDLC_estimate,all.HDLC_p.value,all.LDLC_estimate,all.LDLC_p.value,all.Glum_estimate,all.Glum_p.value
s__Enterorhabdus_caecimuris,0.0989632545127383,0.358965438282124,0.108069126684112,0.31623642728424,0.278391867750411,0.00863075306051539,0.00389694668318243,0.971255221326366,0.184008661756745,0.0861327156900983,0.205491036952575,0.0547739222082031,0.262971080393046,0.0133106122496879,0.164545375209276,0.125531181494612,0.146741670758672,0.172481236622822,0.218261515978814,0.0410623691881787,0.100242664423382,0.352755684683016,0.175308759243899,0.102320495010273,0.233550294714705,0.0285277424657018,0.201916434859419,0.0592219371835812,0.16461801635529,0.125362053586678,0.153704656282743,0.152782264522483,-0.0147273824391219,0.891673388474413,0.197477858176737,0.0651503333934094,0.152256136078328,0.156735026976544,-0.0200073593644491,0.85321288841985,0.11167572570852,0.300259692681176,0.0226463248989483,0.834112063487959,-0.154785800294969,0.149880921566608,0.0621556841029343,0.565093985055613,0.241454904276302,0.0234326946610348,-0.0727204375871435,0.500745965291834,-0.0428579231487756,0.691753394983248
s__Gordonibacter_pamelaeae,0.147576083139247,0.170026753783127,-0.208658145420459,0.0510652114803883,-0.00399842976372061,0.970506989472251,-0.00949824012271475,0.930012301748979,-0.0283693343182663,0.793031897532691,0.00774973018043348,0.942872085778903,0.0178559407230812,0.868848190393975,-0.0736775010944117,0.495111268943001,-0.0835524990786313,0.438966451662459,-0.0341795059471047,0.751896176480415,-0.157295071313257,0.143306454343138,-0.0930764304229846,0.388398978393797,-0.106417305667781,0.323733461360345,-0.124444193092968,0.24801045278545,-0.0749777849620218,0.487509520405534,-0.142266642021247,0.186090280539345,-0.133869243316739,0.213700370248171,-0.0993839214480212,0.356916278795049,-0.138582025248773,0.197867900182532,-0.215648393355754,0.0436073956858354,-0.128769620293394,0.231821588884273,-0.158998014970958,0.1389700205462,-0.234145528649348,0.0281139003464773,-0.0633685654433208,0.557512550401411,0.0098973630831815,0.927079263243523,0.00449975059914159,0.966811151899601,-0.194696389118329,0.0691044050157758
s__Bacteroides_caccae,0.0964293463304839,0.371461784726343,0.00743251896874175,0.945206748095941,0.104800906746465,0.331178930506736,0.0206975342120629,0.848208763632031,-0.00647167208626659,0.952281284912974,0.0285880428977767,0.791472370197766,0.10163315397082,0.346083015270032,-0.00904148302601819,0.933370020779799,0.00234550367856394,0.982696677515519,0.0847552976467691,0.432382552583149,-0.0228999983550118,0.832280847603835,0.00277652807793007,0.979517543987112,0.0850306911180723,0.430883042499746,-0.0679149609011096,0.529535042859931,-0.0442810541722043,0.682059227682193,-0.00401270675211604,0.970401727676085,-0.111953940880008,0.299049599550307,0.0455194857942937,0.673664887011391,0.0340845402683769,0.752563338278097,0.0227015074037168,0.833713636880107,-0.147389673815999,0.170572846163813,0.0610866768941807,0.571816204048258,0.121433120490705,0.259728730046866,-0.0217152908272441,0.840840511267932,-0.149740417951027,0.163780239464679,0.0617023809490171,0.567939922266241,-0.0782007648207125,0.468937263197986
s__Bacteroides_caecimuris,0.0846864428640872,0.432757928395323,-0.150181944524252,0.162527082701064,0.0209847777842691,0.846127857281727,0.073321837601181,0.497201338537768,-0.00467838467452182,0.965494390909755,0.027836583609463,0.796834132589516,0.0457788856910848,0.671911625378909,0.0227041453759372,0.833694591343838,0.0106186016969296,0.921781585314568,0.050099372355953,0.642973599233776,0.0390101500091752,0.718209611719644,0.0838090636390501,0.437557336581695,0.0634398847125811,0.557068269243493,0.0538651446275038,0.618176033233707,0.0882606603245782,0.413518495770353,0.0676237109312285,0.531306079117525,0.0548242295105869,0.611926709692685,0.0587109120657566,0.586887914396269,0.0741560836616179,0.492306155007249,0.0783286767333789,0.468208199830649,0.110323897035174,0.306185039285901,0.116265322060877,0.280706287199611,-0.033999925585623,0.753157934318566,0.176962498705886,0.099072971731205,0.0325967510022262,0.763038915080451,0.166338415417574,0.121407301244975,0.154139856867269,0.151609358899679
s__Bacteroides_cellulosilyticus,0.0324526457540576,0.764055867664324,-0.111355980774138,0.301654373967798,-0.0826617129592894,0.443878699356266,0.0618298816642041,0.567138763944382,-0.0373767464469344,0.729543772885613,-0.0841955473189608,0.435439509355372,-0.0400451557368485,0.711058945939343,-0.0509291367730688,0.637474677201934,-0.0736124137991744,0.495493411771958,-0.0585257229764852,0.588070298010358,-0.0838759816376982,0.437190227560312,-0.12910531868688,0.230596737471953,-0.120808838622108,0.262204634780041,-0.0698082960586578,0.518094389375777,-0.0966671929106529,0.370277659982254,-0.154934085268835,0.149486227869868,-0.0511766471310496,0.635838175666148,0.00736425954765227,0.945709195943547,-0.022964523018951,0.831815199699934,-0.115942851631936,0.282051717999064,-0.155372406267231,0.1483240938735,0.0223619806010575,0.836165736528514,-0.0833023053475136,0.440343039665415,-0.171206934991303,0.110734707542152,-0.253305217226857,0.0172557573131209,-0.0585098155509504,0.588171913172419,-0.0292594642104946,0.786689866244568
s__Bacteroides_clarus,0.0673880384302302,0.532741315952101,-0.148811115225208,0.166441169497695,-0.0745417964904906,0.490051486933573,0.129869979022985,0.227823637367995,-0.109585541865521,0.309453335680688,-0.119068250657236,0.269192198817822,-0.147085787150051,0.171465858229953,-0.0781916490470294,0.468989244190422,-0.091685318974041,0.395559627699258,-0.105625975015739,0.327365004727135,-0.146596205785654,0.172911783656881,-0.0827153772984754,0.443581896769283,-0.062773714440489,0.561224741703997,-0.113894058188689,0.290700082789526,-0.0957722529901482,0.374745115260484,-0.100518661654184,0.351424910790768,0.0850216534650712,0.4309322051955,-0.0344176547330683,0.75022391317647,-0.0444698565833358,0.680776955196788,-0.0552716356895448,0.609020872125249,-0.06316067848885,0.558808541618604,0.0407958117799743,0.705888341603952,-0.118889080591267,0.269918535570677,-0.00643191349168,0.952574103452931,0.0283486719366116,0.793179275241649,0.0469812147729624,0.663808191604958,0.236134987251915,0.026767403657014
s__Bacteroides_coprocola,0.145277193699187,0.176851878264063,0.112680259625991,0.295905576181218,0.0686037851953929,0.525358200203002,0.0300056419475251,0.781384142366468,0.0662863567286686,0.53947597598118,0.0727491166189751,0.500576633982177,0.0768259587409519,0.476812112706652,0.127214999989265,0.237553026772516,0.0816127908958713,0.449702321125726,0.0900812718912788,0.403912882386912,0.0871950657952088,0.419201710611577,0.0718522364751597,0.505886223852592,0.0997962163916776,0.354914941111908,0.0649951795136378,0.547421979886123,0.116594882315941,0.279335706675404,0.119665913420475,0.266778873415042,0.0919774546527269,0.394049415252648,0.0159500228282988,0.882741746234694,0.0266881562504825,0.805046465079423,0.0547311036482846,0.61253230560244,0.0227333000569846,0.83348410782083,0.147613612821503,0.169916965178495,-0.118357973146112,0.272079343722798,0.114081629966318,0.289901095479686,-0.00594677168806673,0.956147625029576,0.116100259423724,0.281394435762427,0.327214997610598,0.00185951081898943
s__Bacteroides_coprophilus,-0.119426463719849,0.267743995108352,0.0121155750282346,0.910797079542164,-0.0553299211021154,0.608642761419261,-0.0224508545191739,0.83552372723414,0.0197175029289534,0.855316241176619,-0.0221244472933618,0.83788215989246,-0.0942055370887053,0.382644409575559,-0.0273340073683615,0.8004253620917,-0.00772555236707822,0.943050016831479,0.00285231845235236,0.978958563827541,-0.0351837613756471,0.744852220562484,-0.0274058722699182,0.799911585361266,-0.0501442326162834,0.642675810954627,-0.00714739282236385,0.947305660774758,-0.0235943930648937,0.827272756864754,-0.0289534434583587,0.788868669670433,0.0580468220949944,0.59113295883215,0.0164015183680306,0.879447116039086,0.0229187576212752,0.832145463742035,-0.0961571836881205,0.372819580484423,0.0181420898912893,0.86676557531711,0.0260432300923099,0.809667635982285,0.116367236217274,0.280281966638522,0.156493674061371,0.145382108572015,0.14519073218845,0.177112428625952,0.157354929504379,0.1431523201167,0.0116815891376106,0.913979954468974
s__Bacteroides_dorei,-0.173829208865962,0.105295948160708,-0.0663792258606096,0.538906647664966,0.0166498440991993,0.877635916196184,-0.040648476932989,0.706902157965982,-0.0793544369175544,0.462384002766689,-0.102314838441778,0.342840806256359,-0.095245187498222,0.377391425019619,-0.112739659111435,0.295649418159137,-0.170321319948164,0.112619953959498,-0.149181422659812,0.165377043837125,-0.139940393512014,0.193465161117269,-0.103436960191672,0.337545492170137,-0.107649769321189,0.318129053453487,-0.177423753140537,0.0981817529152785,-0.145393580981284,0.176501590275932,-0.155763249606649,0.14729356834839,-0.125264962079666,0.244880300181762,-0.20075756498974,0.0607256341189122,-0.211189468088651,0.0482517785030114,-0.1756388113127,0.101665796962511,-0.239347667496212,0.0247086017170303,-0.208146954331342,0.0516494417585597,0.1138874530856,0.290728244617933,-0.0520374054584399,0.630160598113422,-0.131137605569399,0.223278078753949,0.0211830270697259,0.844692274655144,-0.156567921418766,0.145188859246804
s__Bacteroides_eggerthii,0.12290115965093,0.253969302982731,-0.00990360925818424,0.927033369553522,-0.147388311856874,0.170576840813575,-0.0434918031883169,0.687429248889511,0.0232213468566421,0.829962384169704,-0.0138749353848092,0.897908758065672,-0.0548986743611029,0.611442783389759,0.0364088659740906,0.736287559148243,-0.0311766526999754,0.773077832545083,-0.0405655054037408,0.707473313045378,0.054393402730106,0.614730548378644,-0.0193132115913611,0.858251678924709,-0.000762159261207361,0.994376987732788,0.00743384573041596,0.945196982204305,-0.0299930058234846,0.781473909576854,-0.0292423821747077,0.786811443691139,-0.00438698656565156,0.967642412662532,0.126992402607875,0.238381657593491,0.0980623714030883,0.363378213576754,0.0370574198889964,0.731766464854986,-0.0942738821742807,0.382297740155791,0.402524989931719,0.000101141384002843,0.140298327854248,0.192316883333418,0.172149503882221,0.108755212567748,-0.0748134950520204,0.488466566648299,0.200563793135449,0.0609800705002016,0.321946977931996,0.00222205235410828
s__Bacteroides_faecichinchillae,-0.0981027453981756,0.363179739736544,-0.0233016479260436,0.829383254697872,-0.0344478516985832,0.750011954471118,0.101055574554245,0.348845047718689,0.0898620867042052,0.405062313973306,0.0431002573472949,0.690099085892742,0.0177601802324205,0.869545342830697,0.0593464215334972,0.582838604698448,-0.000174714983363689,0.99871098848447,-0.00562948234208842,0.958485229676188,0.031808640213423,0.768605488161786,0.0491906438106016,0.649017938137745,0.0205516384756162,0.849266089310735,0.0431282412603168,0.689908145495237,0.00015627809720767,0.998847011971968,0.00170519719325912,0.987419909603017,0.155109946242304,0.149019145037988,0.168744035418519,0.116039028840011,0.199119677884606,0.0629037413027465,-0.131559459192301,0.2217795961376,-0.0807314006037249,0.454628529003294,0.0438626931824542,0.684903783905708,-0.027190445166706,0.801451971172518,0.0173832287772257,0.872290575711225,0.18899694463864,0.0778112977518377,-0.0704996987136056,0.513948055104499,0.0602611308752274,0.577032891434314
s__Bacteroides_faecis,0.110917803296239,0.3035725114482,0.00465499487700848,0.965666798368284,0.0811263433738529,0.452417456482771,0.0264518702441318,0.806738787598613,0.0721866146493399,0.503903284892559,0.0937022075204782,0.385203293275743,0.168162299096434,0.117320092621028,0.0105055133614801,0.922612028008669,0.042091987299329,0.696991580804639,0.142676347488003,0.184812829729438,-0.0639767426450856,0.553729378685184,-0.00030399418739197,0.997757194825823,0.0952710413281316,0.377261353828934,-0.0712429159893341,0.509509980393569,-0.0388889099984634,0.719048839644581,-0.0034882983111788,0.974268419070394,0.00224868642401691,0.98341081747127,0.0568860645508052,0.598585945074492,0.0105527502867804,0.922265142495981,-0.058833849457793,0.586103589510043,-0.191519930920844,0.0738544804084996,-0.0591387100883613,0.584160681614932,0.187438097965516,0.0803396303663127,0.078105213699081,0.469482281170657,-0.13423436154734,0.212442597168316,0.151307611098758,0.159364350516833,-0.156303849173631,0.145877060199028
s__Bacteroides_faecis_CAG_32,0.187625999844239,0.0800314362588687,0.122880445742706,0.254049955670624,0.123028801301594,0.253472697555008,0.081075213687955,0.452703367327477,0.0875625924576117,0.417236473625712,0.095584506177914,0.37568646638373,0.0907878136687914,0.400220778423195,0.131682396393962,0.221344241109612,0.0558887278397266,0.605022880741106,0.114278246156448,0.289065142879722,0.0286845229152586,0.790784668202788,0.0436266411490135,0.686510711737149,0.0940894423233802,0.383233715224251,0.0900323453774379,0.404169292052429,0.113460397065706,0.292552887829416,0.185060830032871,0.0843211567140053,0.315516241549941,0.00275013459271245,0.0965710792317976,0.370755886569363,0.0297057060061846,0.783515661359716,-0.145353662454083,0.176621674814778,-0.116668978546453,0.279028170641399,0.0732438968376693,0.497659976308725,0.0945475751799053,0.380911373373531,-0.0575928371535311,0.594042911467314,-0.185497375733575,0.0835784874897316,0.0109368561233015,0.919444996907047,0.116036256186698,0.281661568550097
s__Bacteroides_finegoldii,0.0628372406361025,0.560827744220705,-0.0340718501322559,0.752652503980699,-0.128297308892808,0.233552568544325,0.106757971103582,0.322178064192275,0.00472177879822122,0.965174534687796,0.0353665041940532,0.743572674740737,0.00615727568760219,0.954596956353306,0.0469031014951228,0.664333498954602,0.0734446678520145,0.496479000499277,0.0534928699961974,0.620609109903344,0.00490320490128954,0.963837310878286,0.00763096875895383,0.943746109869488,0.010894181006297,0.919758273615104,0.0464542874598338,0.667354881385664,-0.0119084428706504,0.912316025188598,-0.0307337868370119,0.776216259275281,0.106141397045843,0.324996711138039,0.100119570224296,0.353350215769536,0.0665366243177234,0.53794240261402,0.0298070812033642,0.782795050888048,0.161910052999765,0.131785777340347,0.224305902083693,0.0356462059940157,-0.207089297491671,0.0528756689081312,-0.127818564192743,0.235316291574514,-0.0766152385511355,0.47802536746087,-0.084833515786325,0.431956355343638,0.267794503887233,0.0116534410087133
s__Bacteroides_fragilis,-0.0200573747462194,0.852850053426943,0.0758734045476519,0.482309756340801,0.0681994948806135,0.527807697648649,-0.0218128654599426,0.840134808716375,0.0904041298347834,0.402223277383932,0.125742275150786,0.243072557596759,0.0384039809751943,0.722408856606,0.03782296883898,0.726441554479021,0.0646079911963637,0.54981580196982,-0.00132222351775512,0.990245139133286,0.0545642259202457,0.613618159112809,0.0857632091293222,0.426908959034926,0.0425050305896108,0.694165022525043,0.0338020503041778,0.754548985252943,0.0848018247312384,0.43212900565196,0.101128190046841,0.34849704040227,0.0330286770202567,0.759993219981324,-0.0315733130710937,0.77026993695977,-0.0194142713844638,0.857517732040856,-0.0324272904958912,0.76423484147328,-0.0840599188290535,0.436182054708087,-0.119555520715803,0.267223527783218,0.0815576144719757,0.450009834474424,0.0965613554307014,0.370804289629121,0.0122063654177446,0.910131394274526,0.0655178222468966,0.544198754780026,-0.0182680982222416,0.865848764469894
s__Bacteroides_galacturonicus,0.184119900382471,0.0859397438388012,0.176522361387407,0.0999292908795615,0.0505465018888212,0.640008020305444,-0.0241620853869706,0.823183576163751,0.194869256130628,0.0688531451587292,0.224683944423364,0.0353283600507915,0.221488802597052,0.0380910055567341,0.211655671412554,0.0477478332794984,0.166200923696218,0.12171979107067,0.181365819319677,0.0908193623454543,0.204895510339076,0.0554953539672737,0.0920646483889239,0.393599327392037,0.0923029282984618,0.392370904365453,0.226123304019028,0.0341398538013655,0.144354907111981,0.179645671501877,0.19680757957973,0.0660860051894883,0.0831514885682695,0.441174020503063,0.212226954826145,0.0471362349866916,0.236843983249684,0.0263009563011565,0.113784347872744,0.291168082593357,0.130824983364023,0.224393137335544,0.108273942163747,0.315314707173803,-0.0740905368185557,0.492689848881299,-0.132995811335351,0.216730594839752,-0.0953777331264534,0.376724872311088,-0.143948623435666,0.180886560551067,-0.131621151915694,0.221561049672388
s__Bacteroides_intestinalis,0.215599943868514,0.0436557911061017,0.0136342723498619,0.899670267316417,0.0220281849613839,0.838577970965052,0.0417137151470901,0.699583822750481,0.204265885156257,0.0562665337110758,0.172939476714177,0.107117462106148,0.176455756934124,0.100059378296618,0.197454874583969,0.0651822385254004,0.117781899403651,0.274436215291595,0.134069734020811,0.213009060436052,0.177705662400321,0.097640163455171,0.100152554645447,0.353190843725111,0.0641040793846145,0.552938846068078,0.180818773035265,0.0918141744681505,0.0744108990283886,0.490816030216416,0.0148511853602792,0.890768348675038,-0.0639881150336503,0.553658754454456,0.18388840617474,0.0863417164198185,0.145463725084821,0.176290724766822,-0.0575329441497575,0.594427293745445,-0.0714523616019007,0.508262859394491,0.227552390227313,0.0329932269058419,-0.0691165304836593,0.522259840655419,0.00311898916809065,0.976991857783639,-0.0343463988149544,0.750724146520735,-0.00754590768754112,0.94437215735929,-0.12844272182365,0.233018686615165
