# Pathway	E0000355_Abundance	E0000361_Abundance	E0000362_Abundance	E0000369_Abundance	E0000376_Abundance	E0000378_Abundance	E0000382_Abundance	E0000393_Abundance	E0000404_Abundance	E0000410_Abundance	E0000416_Abundance	E0000418_Abundance	E0000419_Abundance	E0000420_Abundance	E0000426_Abundance	E0000428_Abundance	E0000432_Abundance	E0000433_Abundance	E0000435_Abundance	E0000442_Abundance	E0000466_Abundance	E0000467_Abundance	E0000471_Abundance	E0000478_Abundance	E0000480_Abundance	E0000482_Abundance	E0000488_Abundance	E0000490_Abundance	E0000495_Abundance	E0000498_Abundance	E0000501_Abundance	E0000502_Abundance	E0000516_Abundance	E0000520_Abundance	E0000521_Abundance	E0000522_Abundance	E0000527_Abundance	E0000531_Abundance	E0000537_Abundance	E0000539_Abundance	E0000540_Abundance	E0001336_Abundance	E0001340_Abundance	E0001346_Abundance	PV101516_Abundance	PV101570_Abundance	PV101581_Abundance	PV101643_Abundance	PV101656_Abundance	PV101894_Abundance	PV101895_Abundance	PV101929_Abundance	PV101945_Abundance	PV101948_Abundance	PV101962_Abundance	PV102349_Abundance	PV102418_Abundance	PV102462_Abundance	PV102474_Abundance	PV102574_Abundance	PV102580_Abundance	PV19497_Abundance	PV19551_Abundance	PV19565_Abundance	PV19588_Abundance	PV19658_Abundance	PV19708_Abundance	PV19755_Abundance	PV19834_Abundance	PV19855_Abundance	PV19856_Abundance	PV19882_Abundance	PV19936_Abundance	PV19942_Abundance	PV19991_Abundance	PV20005_Abundance	PV20541_Abundance	PV20544_Abundance	PV20615_Abundance	PV21638_Abundance	PV21671_Abundance	PV21690_Abundance	PV21772_Abundance	PV21813_Abundance	PV21876_Abundance	PV23791_Abundance	PV23961_Abundance	PV24015_Abundance	PV49580_Abundance
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	8032.7800958635	5306.7711758570	4279.4601987112	5636.6912601759	5203.6133459834	6459.8372553938	4693.4833327438	2457.5160401967	2056.8910350990	3282.9038597975	5956.6342463332	5291.3075049691	6551.1230355743	6333.5697823090	5059.2324578281	3648.6170594246	335.2046715214	5471.3632761028	4199.2333394954	4620.1931770553	5236.7309461341	3590.2538948287	4390.7604990384	3084.5332194791	5175.2854247558	3963.2408847924	9023.3941916267	770.0979150668	5476.2122341200	2345.4103410323	4197.4342513303	4553.1071874888	2397.0132565797	3656.8296078580	3940.6037706099	7062.9009223763	3828.0948395607	5815.3084406443	2499.6967222936	2022.0982926476	1483.1065067020	3449.1974065511	6013.4923237696	2691.1258514597	3131.7954532838	1693.9443419751	1067.5920151586	1361.5763221487	2900.6846569562	1200.1618708421	5309.8101641037	2908.1205045106	3731.3656422402	1702.6575505908	1140.0568379464	4317.2794066044	4719.9087593624	4240.3375367549	4460.2029913492	2604.5839683676	4702.8783751320	3277.8706398597	4397.9847598139	2039.4287920658	4364.1116403016	2918.9462201741	2938.6247106324	4895.3641051211	3164.1893230464	1110.0994371198	4151.3312688317	3994.8133462819	5227.6669730272	3795.7215189529	2863.7853008595	5359.6883957861	1432.2665419539	4735.5155520857	1314.9439563871	4786.6315118813	2923.8479794463	856.3517740590	4542.0733229436	3755.7142551023	4077.3809116886	3253.6373446634	3762.9698855321	3568.0828002504	5870.8570255012
CALVIN-PWY: Calvin-Benson-Bassham cycle	4958.4381446130	5819.4265857060	4992.0228615705	4498.9115284197	6412.0931592540	6956.8249449354	4533.4460328024	3346.5074061035	2746.3950357600	5096.3902408642	4519.8384710131	5185.0393133170	7571.0592049305	7717.3386672614	5850.9606365987	3587.7851102216	4410.6354303204	6079.5497224624	4865.9108433603	6331.7282602430	7044.4521529799	4047.6131453353	6190.9891952653	4971.4115353358	6275.3298669418	3252.6366440684	9337.8604837290	3434.0890152867	5971.0747975183	1575.9925082608	5142.9165730541	4782.5483467545	5389.6676404508	4481.6310612372	4546.6786627319	6990.8122635342	2611.9860588152	6485.6073534905	2356.8365391517	3691.9708505124	5630.1729114980	4155.0445018627	5691.4315304659	2820.7129520312	4063.5766457666	2670.0846056121	4697.2022988036	1091.0360264322	6247.7030470252	1910.6225234021	5040.7925032016	5884.6574377246	4895.8746848547	2713.2200891714	2192.7126333283	3384.7565020482	3954.9919999347	4175.6241617116	6922.9217320568	2237.4852339486	4884.1654221074	3451.5217689491	4894.8208625121	2179.5759085850	3750.5031286152	5149.1872143468	2955.4452118171	5132.2268534493	2992.0039121133	4543.7234784221	6228.6560491102	5488.0888927377	5472.8926548519	5527.6508986337	3429.2729165564	7256.2657113640	1032.5633999361	6242.6176698602	3006.2364443566	4141.2280590676	2080.5552194798	2327.3454006611	5485.9997026539	5958.9014214699	3626.7051929655	5271.5890989628	4236.1764569710	5417.1651553053	5723.5441648353
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0	0	38.3440721848	8.2574243361	0	0	0	0	13.1945955607	0	60.5921823873	21.2338065666	22.7327792688	0	0	0	0	105.4177008557	0	12.3699375950	21.2737075242	20.1613174497	0	0	0	16.2199689047	0	0	0	0	0	0	0	0	0	0	0	37.2016259484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.3198536101	0	12.4864669295	0	27.4410590574	28.6026941912	0	0	0	22.9933866296	0	0	0	40.5211712623	5.7450173782	86.2045127191	0	0	0	0	0	3.0013438275	0	0	0	13.3880872423	0	0	0	0	0	0	0	0
CENTFERM-PWY: pyruvate fermentation to butanoate	0	80.8976392060	53.2962703894	125.2206871144	119.0329713144	9.0654088332	442.3464716921	3.4066254661	59.2589089834	236.6672464268	138.9066432267	76.0066023291	4.4704329318	3.3445627779	215.1152207445	4.5909999615	0	4.5636879247	134.9383664736	0	6.7424850424	7.8497483653	175.9419775961	81.3320154466	204.7638847197	10.3600213657	0	74.2723499811	177.0433308533	36.5484690028	9.0017568256	190.9010089235	0	63.5048416041	0	45.0184262319	113.0045287323	145.2079852006	58.0190684981	39.9642864150	0	89.5049770333	154.0174780524	27.6426394847	83.9531859870	114.0650070625	6.4977332172	25.6410261565	9.1516761093	86.8011446726	137.1873957431	42.4421701856	42.4205664515	113.1592335778	0	255.2865453404	0	170.1711113887	0	17.0590922962	0	0	0	101.0851409505	18.1775367479	167.0795701896	64.2831212009	396.6678594621	222.6854049522	108.1811199517	40.0164559917	0	15.4539409558	273.2629809343	170.2767965641	0	0	34.4497162581	84.1878714270	4.5755767420	53.7033346256	0	150.7428469364	80.0568636230	128.3050608042	73.5103395687	114.6322949513	0	78.3843580028
CITRULBIO-PWY: L-citrulline biosynthesis	169.0523343619	588.2073341736	512.3025583178	405.9619513645	511.0546328187	707.1611454293	515.9167299377	241.3665096673	848.9651051565	534.8577889338	653.2716766982	609.7066841818	16.0826536019	1722.1273465387	889.1690855563	371.5348739581	206.8725832297	36.5169731400	430.2135463778	687.8572278752	132.3687512724	229.5159222161	614.8312700848	1072.7079592046	594.4453183880	327.6864451107	645.1169655794	353.7918348596	675.8853585328	168.7014992483	950.7133519048	157.9902409925	436.6261370591	48.6254078285	676.9552297084	383.9243954755	380.3875764164	408.2479065764	92.8952352360	1108.0640758190	1157.5051378372	456.2014112955	164.5168949365	75.0161827559	869.3230453849	321.0698127189	1898.4528678830	196.4401993312	680.8647109123	546.9386968273	441.1472087637	781.5137962818	2290.3891839381	228.4472449910	285.9510255011	270.8263352725	172.2897525605	538.6556183835	482.2845551659	160.1225678674	923.4504504876	715.7517533153	235.9240136796	447.2172959614	205.7003922851	1004.9631313118	325.2798976714	729.3682661349	239.5913479002	1461.8988610682	450.7988157543	962.4123978575	878.9246236441	374.0608497536	1154.2887409708	1247.7135004433	35.4132955245	630.8436938942	475.5090255197	444.0888124771	87.1920446131	0	238.1627682947	1119.2758578642	397.8619004610	643.7022890094	591.8173145000	687.5997252327	555.6056247123
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	7530.3242389104	7947.6388081946	8249.3653915918	7659.9458050489	9554.9602523368	10122.3504191159	6094.1920012289	10029.5247926747	9861.4369939352	8145.8543494860	7667.3073596219	7233.5043860027	8576.6289276249	8567.0739340626	8331.0335893080	6712.4531719392	8434.8512999132	7111.9779935758	6180.2914528794	9219.5057499519	7155.1181369654	6421.4673216687	9469.2828370189	7321.6270231763	8508.8115044444	6567.1994284189	9852.2789060285	8660.2694829281	8819.9106944558	3785.9678946206	9494.2147186929	7611.8414648206	9594.8129338930	6858.6716956841	9245.3506540827	12167.5284656671	5374.2480387154	7780.9221183412	5277.3055693600	11031.2742922716	9354.9258966775	6501.2918507786	7422.3514214866	5214.0853615204	7008.5912642669	6826.8926307310	10493.3264429231	3072.6909688062	8685.0600449335	4991.8018829268	6134.1032457849	7531.6049091608	9724.4545354676	5124.8849397540	4087.7329416598	4483.4962553361	8447.2159538387	6484.4992625309	7315.8976771134	4589.8448282952	8106.1180993892	5719.8781154323	5776.7536451981	3769.4768291624	7981.2114883174	9371.2694733169	5665.3936778996	8379.2291571810	4657.1886504168	10194.8965775651	8767.3112054632	6822.8807534141	7604.6739085853	8248.3147315218	5468.6544923879	10388.0990310263	2733.1637508634	8801.5207417624	7836.4821124297	6148.6142587434	4737.0434911105	9513.3335583729	7746.8167112886	7561.3165473291	6004.7068006346	8770.1133073720	5965.8540059095	9359.0303306592	7475.8773225154
COA-PWY: coenzyme A biosynthesis I	1850.6532211302	1772.0756632655	2239.9788497411	1291.4248893288	2343.3573199471	4234.5942624672	2562.3381073080	1290.9526736763	1334.2487331473	2697.0512415518	2141.7644467775	1540.6386862536	4841.8229660938	3280.4727065296	1667.6795900973	1112.4165491465	2452.5097005289	1366.8748054847	1118.0942116061	4159.7882283840	2333.3314761477	1847.1903172472	1457.0319768297	2194.2761169843	2017.4497049907	989.1631584996	1743.6462220707	1736.5765551522	1994.9505676369	610.9774165840	1436.6463010570	1789.1216075310	3120.8817753196	4176.0874838840	1903.9976270415	3565.2018778668	1372.0449640909	3545.5822017850	411.1856678863	945.6507469564	4058.7598548072	1549.6174754638	3185.9865887234	1453.0152935098	1289.6785411134	1116.4617649617	3236.2549440375	580.1277828984	1482.7782237711	791.7724360136	2542.5188777531	1999.6135340305	1643.1035886581	1034.3510662756	205.9227302025	3050.4947243735	1064.6527412197	1760.6824194018	2639.6621669165	1075.0522942286	1280.5550103167	304.0982358221	2121.8908450154	917.7677107099	2262.5949166112	2167.2129628086	1623.1624412168	1620.9457041352	1751.3650054185	2693.7316988166	3125.4357809112	2550.9639706784	2239.9587831453	1889.7941878812	1704.1879399548	4476.3347663870	896.4508786318	2785.2499036578	859.4833179948	4249.2287078641	1315.1688181646	2645.0782823195	2151.4677004970	1419.7932734931	2966.4978186910	1278.3116825326	1317.5444050179	2271.1268934188	3657.2889813900
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	3910.1626544187	3501.1705195072	2210.1126714114	3001.3399349888	3053.4584516467	4558.3488156634	2262.9586601819	21.5117391298	240.3048130296	2075.7252790553	2912.8247637276	2928.3799188943	4141.0699304276	4536.5355750479	2386.8473133583	1641.9304478681	197.3774368108	2854.4354203384	2408.1212075375	3294.7644447796	4233.8342861487	1497.8587732979	3044.5371546276	1073.6591227413	2484.8176343689	1127.3279236608	5423.7517297663	206.9153325731	2264.9292745166	689.0300517655	601.2845234656	3474.9672884032	1301.4815342268	3072.3353924092	1670.5988613984	4714.4069416205	1134.4032314081	4509.5404078505	1293.3004167751	318.1936612372	671.5690965687	2145.9591011214	2728.0553597369	1992.6305120938	1012.2834948277	1361.2110499570	478.0287215842	396.7296098030	2022.4317024287	388.5929237468	1881.2429173355	2413.4866226522	1173.7060826871	865.9414100534	610.4055548771	1207.7837693276	1625.2896747336	1407.7355809757	3607.7091948399	1186.7200265205	1720.0367331215	1518.8263596907	1961.3371942157	865.1522970123	1815.9299129541	1287.2105418472	1682.7167256226	2327.1593645013	1366.0018664986	475.2470462613	3081.6132112770	2473.6293661598	2115.2690677323	1742.7173055748	1153.1527679718	3146.5102644136	480.5881314308	2679.9606045646	1996.8278266501	2948.1776397585	1106.0840195494	122.4689993237	1895.5040594138	2416.0528092984	1823.8006800616	2566.5944029168	2390.4586781927	2289.9065372441	3018.4138351267
COLANSYN-PWY: colanic acid building blocks biosynthesis	599.5042248920	1556.2305223674	1482.2726323804	741.1550227950	580.6452577558	2079.1365885906	1341.7456091719	30.7128489952	954.0100477801	1750.4360628225	1308.4372743023	1331.4411139389	1619.3124943466	2273.8109800933	1473.0743772502	590.5707088470	407.4585147214	1564.3644819163	754.8450103803	1012.2687174619	642.7049084641	1321.1330158350	861.3416949103	946.5745045430	1192.7398006902	658.5761371012	275.2390614833	465.1874865025	1450.4197102569	223.0503578342	1120.6856904126	1160.7153279579	601.1723767876	2698.0633023001	682.4673973839	1086.1543921408	680.2219068139	976.0685948395	306.6146410584	1144.2277024425	1552.3111905973	766.0496720466	1167.4990669566	316.2850756091	883.4949561306	442.9946655968	909.2509990492	178.8441955208	743.4623507842	517.6448425181	465.1333733881	376.6472831005	694.0458556876	384.6581376822	308.0359938490	1452.2416679555	705.0577485035	1354.1309976302	1307.4016560526	560.5581556345	915.5950718106	217.0759452107	631.9724530263	633.3601874854	289.6809376994	139.9881882294	559.1250616946	750.7259050923	1319.7838908863	495.1638113444	2543.7673309704	1251.4327019329	1591.1169751675	1404.8799702193	676.6142804949	465.3626511473	163.8742050980	1825.1223023353	969.7158624028	2724.0838367811	394.2439604574	281.4469119328	1114.5206697943	771.2099476437	1904.6895055548	327.2390737215	445.0141090614	630.2771093007	2024.3039383488
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	6636.1297856973	7266.3769354898	6891.9765281234	8148.0393618765	5160.5637620468	9177.9146140493	5544.4704910739	5282.0731019461	4296.3060404409	6008.2726098502	6982.7936023059	7034.7728420642	7191.2584456214	7825.8430789977	6996.2233976181	6071.3479207695	2633.8090559207	8123.4233246544	5563.1708679291	6512.1543563896	8205.0365788601	5137.2482340752	8576.6677078197	5221.2069204059	6698.3997574564	6285.1485306387	8903.5499986802	3637.7180083622	7525.3748478622	4199.3345105293	7740.3721197721	7915.0711882296	3715.8439698821	9201.8631149541	7762.0091268391	10494.8459506003	4768.6816235743	8416.7595995396	4621.1327839884	7175.2122311665	5818.7320795729	5028.6504326251	5780.6951369530	6064.7091993003	5714.2311772705	5642.6480337985	4566.0040258098	3561.4472120665	7696.2099750821	3549.9755639514	5968.8439828498	4942.9553547134	4830.2348574489	4765.3189427812	2614.5839781766	4862.2423378102	6083.8829400870	5130.4458642158	6595.7410612988	5171.9973427873	6164.5697986150	5907.5623965483	3721.6245775799	3792.8190094099	7631.0269046097	3489.2353217589	5121.0859830470	7318.0582954130	4725.6805794383	4163.1752996253	6495.1869413771	5090.1454957727	7092.1467482949	6862.7076136217	4561.1375211146	6008.3272625561	4258.1814655888	5578.4626718158	5951.7607448800	6773.6862254022	5358.0055889541	2793.9557309082	5892.2423473191	5311.1861114624	6877.2303527368	8022.0291315202	5214.5739382846	5270.5308319325	6385.1044577444
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1294.9172495411	2661.3858884108	1387.6936562695	702.3818963993	966.5761882474	1630.5730575294	1433.3654287203	448.1218386811	484.9587697970	1148.9087926134	2588.1362598968	1116.6348323887	1852.7031352843	681.6524500971	1684.0598013770	434.6249326639	262.9636258978	3327.2093600878	1177.7979132041	789.6636765574	1316.8242452918	1272.2859484940	1059.8013035038	1022.3857783335	1429.5992761514	1086.2225062760	1127.0454563054	237.9152967361	1125.5661510348	226.0229338111	1143.5678394393	1060.0720720260	1150.7106552482	4167.6672309293	640.1034573852	1223.7288642351	1658.5673107063	1276.0448783036	234.9442992230	412.6385047755	1370.9360452609	1256.5562828860	576.9452762312	260.4242817968	1188.5025086806	395.3055234736	132.9343814248	186.8430255582	2315.4760889443	321.6366246412	1405.1810790760	628.5871968118	1018.8129374480	995.3434788004	54.4669640685	1916.5237958693	843.0537046240	1996.5732430732	500.2520723244	716.6366923965	723.3300246820	103.7050022514	1848.9824712054	674.6500746188	390.7529635832	1582.4479089365	949.3213906908	952.5039771255	1945.3234354191	625.3644195188	1980.8779168815	2417.2679916328	525.2922324512	2052.1892264535	1418.2994276860	2360.0265692337	276.0960215777	558.0330554729	964.1680140182	4428.5827277447	529.5005110044	400.7965094358	754.6043564442	533.1472978295	2703.0765258319	244.5892295264	1329.7731121875	612.2046194488	3554.8186514795
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	809.4776664755	1335.5840274495	1832.4730806431	1225.3217706023	1062.8517713123	2443.9049694038	1713.1769560761	1617.2577336189	959.7114502459	816.4234218940	922.6396397343	1867.8109726611	237.8978181984	391.1489727385	860.9113123843	1517.2860857859	1040.1626224886	1346.2485095176	530.4846309927	1701.2603562254	1044.7114361226	1245.6245551578	677.6397802558	1630.7257496663	1826.2260003316	845.3198185992	815.9380676538	711.2778393412	1581.1225003091	993.7324466519	1059.6286653938	1224.2023394947	2105.7592848843	945.7910277596	1929.0178655889	2295.6206535232	1302.3488859623	1153.5403810001	656.9326367483	1465.8997381206	2207.3161206076	1718.2671452205	1007.7279286708	94.0536773555	1246.5270418173	1320.1518065025	3814.1861210765	495.6802391601	733.1545032368	473.2864958452	905.0666733628	1764.9238196267	1709.0189129353	949.6563800913	121.1588776247	3345.4487113027	239.1415790489	2338.9350057717	60.0845898378	784.3206884538	1688.9977284466	102.4532238395	2118.8283105873	985.4978954815	547.2797647483	1971.4314241541	308.5692109706	1741.8316445481	809.9081454545	1061.9088930191	2904.9285173846	1972.2603906205	1878.4587165525	586.3246871363	1547.9194366203	3577.6929625754	364.4889987696	1789.3874320917	252.0911425228	1198.1098857837	329.5433568254	36.2084073274	954.5821600381	1005.6669685344	950.5731485587	973.3807112538	1526.4292892454	1191.6174825299	503.5926604679
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	6751.9939811501	5022.3793050377	2732.1803220369	4948.9658682430	4347.1134447218	6422.6352154487	3526.6732253817	13617.1897952501	1318.9388458728	4738.2796724912	4465.3549926162	4885.7122764628	8016.1174626818	7844.9207175898	4373.0084994118	3044.5001705568	5888.6093373101	1829.8170266899	3911.9530987125	7792.2055566721	5393.7363333308	4476.0602073647	4975.8331350182	2907.2098490322	5582.7939728607	2086.8370398981	7265.8748420372	2663.5532618705	5768.5221940750	1359.8325939922	3707.0130200086	5788.4026783690	5120.0624318686	2790.0408922919	3289.0147532384	8610.5984186236	2736.8985605617	7406.9349055119	1775.2416556037	5911.3558080245	4982.6217009684	4464.3549457802	5501.8353116765	2755.6240972075	2369.5181834622	2340.9792310823	5694.2962391760	838.7471783523	4237.9499132642	720.4229133332	4229.9871211800	2535.1652321069	4607.1654411605	1761.1364172964	959.5576702849	2354.4270252751	2034.8065016345	2461.4206755732	4349.9368746256	1388.9224553870	3819.6619987212	1610.7699874967	4606.3109873131	2299.8896305785	2819.5204734706	4450.9202663676	1889.1020131101	3731.2408894123	1818.6813530022	3268.3716147311	4135.4187870548	3595.5736124335	4914.7019589979	3520.4777774903	2594.6448446902	6961.2893660554	972.8153639379	6027.8110608584	3260.4362435585	1047.1770120524	1783.8514392817	3721.9518973087	4191.1124849826	3762.9882008091	2185.5142695242	4593.3078379662	3642.8447521306	5070.9023924759	5411.6758779189
ECASYN-PWY: enterobacterial common antigen biosynthesis	9.1179272834	29.7447440556	317.1214801506	0	0	234.2664366767	0	16.8829889586	77.3666773567	0	60.6836613034	13.0010984938	85.7065607701	9.9141888682	0	67.1817776633	92.4365569269	460.0186979337	81.3195202022	90.5998306377	42.6281648063	0	31.5014653749	163.0916741676	79.7220869977	110.3065023491	0	5.4021197699	0	32.1221425461	206.3288484218	22.9550613480	299.1159180830	1643.2191158756	24.9589752042	45.4415344385	7.8682118935	67.1226944910	0	93.0442561250	412.5622157739	24.3116923154	30.6080574828	32.3715460123	12.6254277082	0	15.5123085329	9.7035533417	40.2173662703	0	22.2217829432	23.3577040971	0	31.3020074921	0	93.0694882692	0	295.5302547869	0	68.2134580844	46.0005965204	0	27.5792402671	0	0	0	0	84.8562462101	466.7447159384	56.6407066427	582.1134179631	787.8460488874	0	204.5026811140	0	51.0017655939	57.7390258550	6.1345146408	0	1823.0253708904	30.9229614282	34.0513324118	0	0	1018.6656863681	32.0302027462	10.2879479398	0	1642.2238885864
ENTBACSYN-PWY: enterobactin biosynthesis	170.1037392840	0	1068.7642355238	0	0	740.0084423159	0	135.5116576071	241.1291623066	0	446.0000418807	72.6421401636	432.4387832148	163.5163173089	0	318.4655249125	252.4686749317	936.8348938446	440.1242137429	374.7406501792	298.9339172638	182.2454319090	130.5325071442	1092.8513364490	315.1451814609	419.9208437410	69.1670969342	23.2673675633	0	0	483.1421449966	221.1440354997	746.9881655746	3764.6940332774	74.3664440096	265.1655315666	126.4674537925	384.5684804554	0	387.6557092516	977.7819566093	212.9752042026	137.3818675863	120.1789898942	171.1081954259	0	107.4586528591	74.7084612170	181.1076286961	57.9961954317	176.5838225324	184.7102302496	0	80.8860345794	54.5616101694	565.0096600397	0	944.0028105703	43.1395061844	321.8462343091	315.9603927919	0	105.0624660800	0	0	0	10.7047637302	265.2494838785	1135.9246141454	178.7552141848	1576.8724432328	1802.4609163997	0	596.4992446566	0	214.4627353433	134.3586142703	24.9376782670	0	4542.9285654715	156.0480690355	69.7796077432	0	0	2397.8559803652	183.7916252485	97.0669601384	0	3471.9876343505
FAO-PWY: fatty acid &beta;-oxidation I	38.8189708327	876.6064701784	655.7901296957	128.2188316531	0	632.7723372495	437.6016994199	2.8364411678	85.2148270237	155.2675179462	424.8777178331	150.2155354635	705.9351038907	32.6553989453	0	221.8431026185	0.9998875381	755.6986775534	280.1595450752	275.1376992033	432.9398585912	123.7501733241	288.8262952807	114.6047853547	356.1429436389	413.1649935474	33.9018591157	25.6705376962	168.9178280488	90.7382638452	251.7817142393	63.4385830349	394.3157439487	1483.4589303573	130.6781150651	151.8651050530	154.8022998305	513.0936318313	22.3925153275	98.7287383121	149.6713136559	137.8439909648	121.7161620802	101.4115510516	93.7018678835	14.6484617559	5.6066806835	74.6722020629	276.5639357602	16.9285380974	430.2445937187	88.4597331291	172.4371121687	105.3186117776	48.9099505826	443.1729315829	9.9503995509	707.8772776559	11.6112034697	227.4087604256	290.6262755883	0	60.3636680647	16.7084401458	191.9511155724	0	54.5943339885	425.8868905109	223.6213500175	109.6942052510	251.2214916706	1068.0422515189	0	473.2910865964	112.3479583052	158.7522006203	100.6826298873	55.5905361605	8.4743583406	1404.0567237262	152.1234113747	2.9446184888	21.7952147657	0	1319.3258001601	108.2992846503	112.7770354060	0	2056.3436878112
FASYN-ELONG-PWY: fatty acid elongation -- saturated	491.2048017962	1254.6926656536	1006.4803131468	471.7939583509	333.1528115807	765.5621350846	1205.8987304390	158.2584486511	545.3599024528	354.4435656436	616.7944888686	748.3330263431	792.9479275091	182.1488984995	506.4866747269	257.3806738415	478.1553170960	2738.4217291480	349.7077777576	614.2379920665	949.8458069255	307.3655203580	362.9142290670	721.2586285483	426.1256261254	912.6102642422	7.4569499356	227.0244150687	275.5023331000	164.4160581630	953.1148695965	249.3377906155	860.7776675124	3718.8925600544	364.3020968890	664.2994104594	249.0217153463	761.5815091752	115.7211146857	465.2995947258	1391.4993789954	315.4423599993	258.5425866005	96.8750805115	196.0292500508	171.6950295175	48.2358408102	143.4242550934	125.3664269607	280.4473062765	295.5883665238	1029.2884291791	516.4136690216	233.1567281974	46.5680716703	1333.4241843265	407.1623375713	2039.5912338533	33.4104315528	288.6864124630	483.5901449672	29.6818693893	426.2347495455	180.1991479552	156.3915316316	455.3531812304	255.8167992614	690.7730572036	1764.7649684208	364.0520967400	2024.3133655950	2177.3009019339	731.4799217988	894.9530621716	308.1765502051	334.9445893598	166.6919568129	299.9091325548	460.4602740759	3820.2793707152	613.1410336058	91.4602113707	286.1160688029	127.7427763760	2603.2461258477	237.4217201885	313.4193467272	410.4838207170	3306.7776414920
